,Fecha,Frecuencia,anio,mes,dia
2082,12-sep,42,2021,sep,12
2083,13-sep,69,2021,sep,13
2084,14-sep,71,2021,sep,14
2085,15-sep,75,2021,sep,15
2086,16-sep,56,2021,sep,16
2087,17-sep,65,2021,sep,17
2088,18-sep,45,2021,sep,18
2089,19-sep,53,2021,sep,19
2090,20-sep,77,2021,sep,20
2091,21-sep,77,2021,sep,21
2092,22-sep,71,2021,sep,22
2093,23-sep,80,2021,sep,23
2094,24-sep,83,2021,sep,24
2095,25-sep,72,2021,sep,25
2096,26-sep,46,2021,sep,26
2097,27-sep,74,2021,sep,27
2098,28-sep,79,2021,sep,28
2099,29-sep,64,2021,sep,29
2100,30-sep,79,2021,sep,30
2101,01-oct,93,2021,oct,1
2102,02-oct,76,2021,oct,2
2103,03-oct,42,2021,oct,3
2104,04-oct,78,2021,oct,4
2105,05-oct,70,2021,oct,5
2106,06-oct,67,2021,oct,6
2107,07-oct,65,2021,oct,7
2108,08-oct,64,2021,oct,8
2109,09-oct,64,2021,oct,9
2110,10-oct,64,2021,oct,10
2111,11-oct,56,2021,oct,11
2112,12-oct,71,2021,oct,12
2113,13-oct,73,2021,oct,13
2114,14-oct,69,2021,oct,14
2115,15-oct,66,2021,oct,15
2116,16-oct,54,2021,oct,16
2117,17-oct,54,2021,oct,17
2118,18-oct,58,2021,oct,18
2119,19-oct,57,2021,oct,19
2120,20-oct,74,2021,oct,20
2121,21-oct,72,2021,oct,21
2122,22-oct,67,2021,oct,22
2123,23-oct,56,2021,oct,23
2124,24-oct,54,2021,oct,24
2125,25-oct,73,2021,oct,25
2126,26-oct,70,2021,oct,26
2127,27-oct,78,2021,oct,27
2128,28-oct,70,2021,oct,28
2129,29-oct,84,2021,oct,29
2130,30-oct,72,2021,oct,30
2131,31-oct,59,2021,oct,31
2132,01-nov,56,2021,nov,1
2133,02-nov,63,2021,nov,2
2134,03-nov,101,2021,nov,3
2135,04-nov,74,2021,nov,4
2136,05-nov,86,2021,nov,5
2137,06-nov,73,2021,nov,6
2138,07-nov,59,2021,nov,7
2139,08-nov,75,2021,nov,8
2140,09-nov,76,2021,nov,9
2141,10-nov,70,2021,nov,10
2142,11-nov,74,2021,nov,11
2143,12-nov,81,2021,nov,12
2144,13-nov,59,2021,nov,13
2145,14-nov,42,2021,nov,14
2146,15-nov,67,2021,nov,15
2147,16-nov,67,2021,nov,16
2148,17-nov,80,2021,nov,17
2149,18-nov,86,2021,nov,18
2150,19-nov,79,2021,nov,19
2151,20-nov,84,2021,nov,20
2152,21-nov,59,2021,nov,21
2153,22-nov,70,2021,nov,22
2154,23-nov,70,2021,nov,23
2155,24-nov,68,2021,nov,24
2156,25-nov,71,2021,nov,25
2157,26-nov,56,2021,nov,26
2158,27-nov,61,2021,nov,27
2159,28-nov,50,2021,nov,28
2160,29-nov,65,2021,nov,29
2161,30-nov,47,2021,nov,30
2162,01-dic,79,2021,dic,1
2163,02-dic,68,2021,dic,2
2164,03-dic,72,2021,dic,3
2165,04-dic,53,2021,dic,4
2166,05-dic,63,2021,dic,5
2167,06-dic,58,2021,dic,6
2168,07-dic,73,2021,dic,7
2169,08-dic,59,2021,dic,8
2170,09-dic,54,2021,dic,9
2171,10-dic,68,2021,dic,10
2172,11-dic,81,2021,dic,11
2173,12-dic,48,2021,dic,12
2174,13-dic,71,2021,dic,13
2175,14-dic,72,2021,dic,14
2176,15-dic,90,2021,dic,15
2177,16-dic,79,2021,dic,16
2178,17-dic,84,2021,dic,17
2179,18-dic,69,2021,dic,18
2180,19-dic,58,2021,dic,19
2181,20-dic,87,2021,dic,20
2182,21-dic,75,2021,dic,21
2183,22-dic,74,2021,dic,22
2184,23-dic,68,2021,dic,23
2185,24-dic,38,2021,dic,24
2186,25-dic,32,2021,dic,25
2187,26-dic,48,2021,dic,26
2188,27-dic,63,2021,dic,27
2189,28-dic,77,2021,dic,28
2190,29-dic,65,2021,dic,29
2191,30-dic,65,2021,dic,30
2192,31-dic,47,2021,dic,31
