,Fecha,Frecuencia,anio,mes,dia
436,11-mar,65,2017,mar,11
437,12-mar,44,2017,mar,12
438,13-mar,67,2017,mar,13
439,14-mar,81,2017,mar,14
440,15-mar,65,2017,mar,15
441,16-mar,78,2017,mar,16
442,17-mar,65,2017,mar,17
443,18-mar,59,2017,mar,18
444,19-mar,55,2017,mar,19
445,20-mar,54,2017,mar,20
446,21-mar,74,2017,mar,21
447,22-mar,78,2017,mar,22
448,23-mar,91,2017,mar,23
449,24-mar,92,2017,mar,24
450,25-mar,57,2017,mar,25
451,26-mar,54,2017,mar,26
452,27-mar,78,2017,mar,27
453,28-mar,88,2017,mar,28
454,29-mar,75,2017,mar,29
455,30-mar,90,2017,mar,30
456,31-mar,63,2017,mar,31
457,01-abr,67,2017,abr,1
458,02-abr,57,2017,abr,2
459,03-abr,89,2017,abr,3
460,04-abr,75,2017,abr,4
461,05-abr,76,2017,abr,5
462,06-abr,70,2017,abr,6
463,07-abr,80,2017,abr,7
464,08-abr,55,2017,abr,8
465,09-abr,57,2017,abr,9
466,10-abr,67,2017,abr,10
467,11-abr,71,2017,abr,11
468,12-abr,64,2017,abr,12
469,13-abr,40,2017,abr,13
470,14-abr,34,2017,abr,14
471,15-abr,37,2017,abr,15
472,16-abr,33,2017,abr,16
473,17-abr,63,2017,abr,17
474,18-abr,75,2017,abr,18
475,19-abr,66,2017,abr,19
476,20-abr,96,2017,abr,20
477,21-abr,73,2017,abr,21
478,22-abr,70,2017,abr,22
479,23-abr,51,2017,abr,23
480,24-abr,76,2017,abr,24
481,25-abr,93,2017,abr,25
482,26-abr,70,2017,abr,26
483,27-abr,89,2017,abr,27
484,28-abr,68,2017,abr,28
485,29-abr,56,2017,abr,29
486,30-abr,58,2017,abr,30
487,01-may,58,2017,may,1
488,02-may,94,2017,may,2
489,03-may,103,2017,may,3
490,04-may,98,2017,may,4
491,05-may,75,2017,may,5
492,06-may,65,2017,may,6
493,07-may,47,2017,may,7
494,08-may,90,2017,may,8
495,09-may,94,2017,may,9
496,10-may,56,2017,may,10
497,11-may,77,2017,may,11
498,12-may,81,2017,may,12
499,13-may,77,2017,may,13
500,14-may,57,2017,may,14
501,15-may,92,2017,may,15
502,16-may,89,2017,may,16
503,17-may,89,2017,may,17
504,18-may,82,2017,may,18
505,19-may,73,2017,may,19
506,20-may,72,2017,may,20
507,21-may,47,2017,may,21
508,22-may,91,2017,may,22
509,23-may,89,2017,may,23
510,24-may,75,2017,may,24
511,25-may,68,2017,may,25
512,26-may,97,2017,may,26
513,27-may,87,2017,may,27
514,28-may,50,2017,may,28
515,29-may,82,2017,may,29
516,30-may,92,2017,may,30
517,31-may,75,2017,may,31
518,01-jun,99,2017,jun,1
519,02-jun,69,2017,jun,2
520,03-jun,86,2017,jun,3
521,04-jun,51,2017,jun,4
522,05-jun,90,2017,jun,5
523,06-jun,83,2017,jun,6
524,07-jun,86,2017,jun,7
525,08-jun,91,2017,jun,8
526,09-jun,77,2017,jun,9
527,10-jun,62,2017,jun,10
528,11-jun,76,2017,jun,11
529,12-jun,94,2017,jun,12
530,13-jun,96,2017,jun,13
531,14-jun,93,2017,jun,14
532,15-jun,83,2017,jun,15
533,16-jun,84,2017,jun,16
534,17-jun,70,2017,jun,17
535,18-jun,39,2017,jun,18
536,19-jun,73,2017,jun,19
537,20-jun,89,2017,jun,20
538,21-jun,89,2017,jun,21
539,22-jun,79,2017,jun,22
540,23-jun,98,2017,jun,23
541,24-jun,88,2017,jun,24
542,25-jun,52,2017,jun,25
543,26-jun,83,2017,jun,26
544,27-jun,85,2017,jun,27
545,28-jun,72,2017,jun,28
546,29-jun,60,2017,jun,29
547,30-jun,92,2017,jun,30
548,01-jul,48,2017,jul,1
549,02-jul,45,2017,jul,2
550,03-jul,77,2017,jul,3
551,04-jul,62,2017,jul,4
552,05-jul,87,2017,jul,5
553,06-jul,68,2017,jul,6
554,07-jul,64,2017,jul,7
555,08-jul,68,2017,jul,8
556,09-jul,54,2017,jul,9
557,10-jul,79,2017,jul,10
558,11-jul,82,2017,jul,11
559,12-jul,91,2017,jul,12
560,13-jul,95,2017,jul,13
561,14-jul,96,2017,jul,14
562,15-jul,68,2017,jul,15
563,16-jul,51,2017,jul,16
564,17-jul,67,2017,jul,17
565,18-jul,86,2017,jul,18
566,19-jul,99,2017,jul,19
567,20-jul,107,2017,jul,20
568,21-jul,88,2017,jul,21
569,22-jul,73,2017,jul,22
570,23-jul,46,2017,jul,23
571,24-jul,82,2017,jul,24
572,25-jul,69,2017,jul,25
573,26-jul,93,2017,jul,26
574,27-jul,92,2017,jul,27
575,28-jul,97,2017,jul,28
576,29-jul,83,2017,jul,29
577,30-jul,61,2017,jul,30
578,31-jul,95,2017,jul,31
579,01-ago,72,2017,ago,1
580,02-ago,103,2017,ago,2
581,03-ago,99,2017,ago,3
582,04-ago,85,2017,ago,4
583,05-ago,81,2017,ago,5
584,06-ago,60,2017,ago,6
585,07-ago,85,2017,ago,7
586,08-ago,75,2017,ago,8
587,09-ago,75,2017,ago,9
588,10-ago,76,2017,ago,10
589,11-ago,90,2017,ago,11
590,12-ago,61,2017,ago,12
591,13-ago,43,2017,ago,13
592,14-ago,75,2017,ago,14
593,15-ago,98,2017,ago,15
594,16-ago,85,2017,ago,16
595,17-ago,107,2017,ago,17
596,18-ago,64,2017,ago,18
597,19-ago,64,2017,ago,19
598,20-ago,64,2017,ago,20
599,21-ago,90,2017,ago,21
600,22-ago,79,2017,ago,22
601,23-ago,84,2017,ago,23
602,24-ago,85,2017,ago,24
603,25-ago,98,2017,ago,25
604,26-ago,77,2017,ago,26
605,27-ago,64,2017,ago,27
606,28-ago,81,2017,ago,28
607,29-ago,75,2017,ago,29
608,30-ago,83,2017,ago,30
609,31-ago,80,2017,ago,31
610,01-sep,89,2017,sep,1
611,02-sep,68,2017,sep,2
612,03-sep,59,2017,sep,3
613,04-sep,71,2017,sep,4
614,05-sep,84,2017,sep,5
615,06-sep,91,2017,sep,6
616,07-sep,75,2017,sep,7
617,08-sep,88,2017,sep,8
618,09-sep,94,2017,sep,9
619,10-sep,57,2017,sep,10
620,11-sep,91,2017,sep,11
621,12-sep,92,2017,sep,12
622,13-sep,90,2017,sep,13
623,14-sep,118,2017,sep,14
624,15-sep,95,2017,sep,15
625,16-sep,43,2017,sep,16
626,17-sep,56,2017,sep,17
627,18-sep,75,2017,sep,18
628,19-sep,78,2017,sep,19
629,20-sep,66,2017,sep,20
630,21-sep,81,2017,sep,21
631,22-sep,78,2017,sep,22
632,23-sep,55,2017,sep,23
633,24-sep,51,2017,sep,24
634,25-sep,80,2017,sep,25
635,26-sep,94,2017,sep,26
636,27-sep,102,2017,sep,27
637,28-sep,95,2017,sep,28
638,29-sep,83,2017,sep,29
639,30-sep,71,2017,sep,30
640,01-oct,71,2017,oct,1
641,02-oct,67,2017,oct,2
642,03-oct,81,2017,oct,3
643,04-oct,96,2017,oct,4
644,05-oct,92,2017,oct,5
645,06-oct,93,2017,oct,6
646,07-oct,90,2017,oct,7
647,08-oct,63,2017,oct,8
648,09-oct,71,2017,oct,9
649,10-oct,94,2017,oct,10
650,11-oct,94,2017,oct,11
651,12-oct,73,2017,oct,12
652,13-oct,91,2017,oct,13
653,14-oct,80,2017,oct,14
654,15-oct,43,2017,oct,15
655,16-oct,83,2017,oct,16
656,17-oct,69,2017,oct,17
657,18-oct,89,2017,oct,18
658,19-oct,92,2017,oct,19
659,20-oct,97,2017,oct,20
660,21-oct,65,2017,oct,21
661,22-oct,62,2017,oct,22
662,23-oct,98,2017,oct,23
663,24-oct,81,2017,oct,24
664,25-oct,97,2017,oct,25
665,26-oct,87,2017,oct,26
666,27-oct,91,2017,oct,27
667,28-oct,84,2017,oct,28
668,29-oct,62,2017,oct,29
669,30-oct,82,2017,oct,30
670,31-oct,94,2017,oct,31
671,01-nov,87,2017,nov,1
672,02-nov,67,2017,nov,2
673,03-nov,91,2017,nov,3
674,04-nov,68,2017,nov,4
675,05-nov,58,2017,nov,5
676,06-nov,81,2017,nov,6
677,07-nov,75,2017,nov,7
678,08-nov,86,2017,nov,8
679,09-nov,75,2017,nov,9
680,10-nov,101,2017,nov,10
681,11-nov,73,2017,nov,11
682,12-nov,69,2017,nov,12
683,13-nov,73,2017,nov,13
684,14-nov,111,2017,nov,14
685,15-nov,101,2017,nov,15
686,16-nov,74,2017,nov,16
687,17-nov,84,2017,nov,17
688,18-nov,87,2017,nov,18
689,19-nov,53,2017,nov,19
690,20-nov,74,2017,nov,20
691,21-nov,81,2017,nov,21
692,22-nov,91,2017,nov,22
693,23-nov,94,2017,nov,23
694,24-nov,92,2017,nov,24
695,25-nov,77,2017,nov,25
696,26-nov,49,2017,nov,26
697,27-nov,75,2017,nov,27
698,28-nov,95,2017,nov,28
699,29-nov,93,2017,nov,29
700,30-nov,89,2017,nov,30
701,01-dic,104,2017,dic,1
702,02-dic,84,2017,dic,2
703,03-dic,65,2017,dic,3
704,04-dic,102,2017,dic,4
705,05-dic,99,2017,dic,5
706,06-dic,90,2017,dic,6
707,07-dic,91,2017,dic,7
708,08-dic,104,2017,dic,8
709,09-dic,67,2017,dic,9
710,10-dic,66,2017,dic,10
711,11-dic,88,2017,dic,11
712,12-dic,82,2017,dic,12
713,13-dic,88,2017,dic,13
714,14-dic,86,2017,dic,14
715,15-dic,105,2017,dic,15
716,16-dic,69,2017,dic,16
717,17-dic,68,2017,dic,17
718,18-dic,93,2017,dic,18
719,19-dic,103,2017,dic,19
720,20-dic,99,2017,dic,20
721,21-dic,107,2017,dic,21
722,22-dic,110,2017,dic,22
723,23-dic,81,2017,dic,23
724,24-dic,43,2017,dic,24
725,25-dic,39,2017,dic,25
726,26-dic,73,2017,dic,26
727,27-dic,109,2017,dic,27
728,28-dic,103,2017,dic,28
729,29-dic,110,2017,dic,29
730,30-dic,108,2017,dic,30
731,31-dic,61,2017,dic,31
