,Fecha,Frecuencia,anio,mes,dia
1617,04-jun,76,2020,jun,4
1618,05-jun,77,2020,jun,5
1619,06-jun,66,2020,jun,6
1620,07-jun,50,2020,jun,7
1621,08-jun,62,2020,jun,8
1622,09-jun,57,2020,jun,9
1623,10-jun,64,2020,jun,10
1624,11-jun,83,2020,jun,11
1625,12-jun,67,2020,jun,12
1626,13-jun,61,2020,jun,13
1627,14-jun,46,2020,jun,14
1628,15-jun,55,2020,jun,15
1629,16-jun,72,2020,jun,16
1630,17-jun,73,2020,jun,17
1631,18-jun,85,2020,jun,18
1632,19-jun,74,2020,jun,19
1633,20-jun,74,2020,jun,20
1634,21-jun,41,2020,jun,21
1635,22-jun,67,2020,jun,22
1636,23-jun,81,2020,jun,23
1637,24-jun,75,2020,jun,24
1638,25-jun,74,2020,jun,25
1639,26-jun,76,2020,jun,26
1640,27-jun,62,2020,jun,27
1641,28-jun,52,2020,jun,28
1642,29-jun,86,2020,jun,29
1643,30-jun,66,2020,jun,30
1644,01-jul,74,2020,jul,1
1645,02-jul,63,2020,jul,2
1646,03-jul,78,2020,jul,3
1647,04-jul,52,2020,jul,4
1648,05-jul,52,2020,jul,5
1649,06-jul,61,2020,jul,6
1650,07-jul,77,2020,jul,7
1651,08-jul,70,2020,jul,8
1652,09-jul,56,2020,jul,9
1653,10-jul,92,2020,jul,10
1654,11-jul,71,2020,jul,11
1655,12-jul,51,2020,jul,12
1656,13-jul,81,2020,jul,13
1657,14-jul,67,2020,jul,14
1658,15-jul,81,2020,jul,15
1659,16-jul,98,2020,jul,16
1660,17-jul,79,2020,jul,17
1661,18-jul,69,2020,jul,18
1662,19-jul,63,2020,jul,19
1663,20-jul,73,2020,jul,20
1664,21-jul,79,2020,jul,21
1665,22-jul,83,2020,jul,22
1666,23-jul,73,2020,jul,23
1667,24-jul,86,2020,jul,24
1668,25-jul,70,2020,jul,25
1669,26-jul,59,2020,jul,26
1670,27-jul,80,2020,jul,27
1671,28-jul,97,2020,jul,28
1672,29-jul,85,2020,jul,29
1673,30-jul,70,2020,jul,30
1674,31-jul,70,2020,jul,31
1675,01-ago,73,2020,ago,1
1676,02-ago,55,2020,ago,2
1677,03-ago,62,2020,ago,3
1678,04-ago,82,2020,ago,4
1679,05-ago,82,2020,ago,5
1680,06-ago,85,2020,ago,6
1681,07-ago,72,2020,ago,7
1682,08-ago,73,2020,ago,8
1683,09-ago,48,2020,ago,9
1684,10-ago,70,2020,ago,10
1685,11-ago,79,2020,ago,11
1686,12-ago,91,2020,ago,12
1687,13-ago,77,2020,ago,13
1688,14-ago,79,2020,ago,14
1689,15-ago,79,2020,ago,15
1690,16-ago,62,2020,ago,16
1691,17-ago,88,2020,ago,17
1692,18-ago,69,2020,ago,18
1693,19-ago,75,2020,ago,19
1694,20-ago,86,2020,ago,20
1695,21-ago,87,2020,ago,21
1696,22-ago,74,2020,ago,22
1697,23-ago,60,2020,ago,23
1698,24-ago,80,2020,ago,24
1699,25-ago,69,2020,ago,25
1700,26-ago,77,2020,ago,26
1701,27-ago,70,2020,ago,27
1702,28-ago,86,2020,ago,28
1703,29-ago,60,2020,ago,29
1704,30-ago,58,2020,ago,30
1705,31-ago,49,2020,ago,31
1706,01-sep,92,2020,sep,1
1707,02-sep,91,2020,sep,2
1708,03-sep,76,2020,sep,3
1709,04-sep,77,2020,sep,4
1710,05-sep,65,2020,sep,5
1711,06-sep,47,2020,sep,6
1712,07-sep,57,2020,sep,7
1713,08-sep,74,2020,sep,8
1714,09-sep,58,2020,sep,9
1715,10-sep,76,2020,sep,10
1716,11-sep,88,2020,sep,11
1717,12-sep,82,2020,sep,12
1718,13-sep,60,2020,sep,13
1719,14-sep,80,2020,sep,14
1720,15-sep,68,2020,sep,15
1721,16-sep,48,2020,sep,16
1722,17-sep,77,2020,sep,17
1723,18-sep,71,2020,sep,18
1724,19-sep,66,2020,sep,19
1725,20-sep,57,2020,sep,20
1726,21-sep,67,2020,sep,21
1727,22-sep,82,2020,sep,22
1728,23-sep,84,2020,sep,23
1729,24-sep,77,2020,sep,24
1730,25-sep,94,2020,sep,25
1731,26-sep,75,2020,sep,26
1732,27-sep,56,2020,sep,27
1733,28-sep,85,2020,sep,28
1734,29-sep,69,2020,sep,29
1735,30-sep,74,2020,sep,30
1736,01-oct,85,2020,oct,1
1737,02-oct,85,2020,oct,2
1738,03-oct,65,2020,oct,3
1739,04-oct,62,2020,oct,4
1740,05-oct,79,2020,oct,5
1741,06-oct,69,2020,oct,6
1742,07-oct,75,2020,oct,7
1743,08-oct,95,2020,oct,8
1744,09-oct,96,2020,oct,9
1745,10-oct,85,2020,oct,10
1746,11-oct,41,2020,oct,11
1747,12-oct,69,2020,oct,12
1748,13-oct,86,2020,oct,13
1749,14-oct,89,2020,oct,14
1750,15-oct,80,2020,oct,15
1751,16-oct,84,2020,oct,16
1752,17-oct,68,2020,oct,17
1753,18-oct,49,2020,oct,18
1754,19-oct,81,2020,oct,19
1755,20-oct,87,2020,oct,20
1756,21-oct,86,2020,oct,21
1757,22-oct,91,2020,oct,22
1758,23-oct,81,2020,oct,23
1759,24-oct,57,2020,oct,24
1760,25-oct,70,2020,oct,25
1761,26-oct,80,2020,oct,26
1762,27-oct,82,2020,oct,27
1763,28-oct,91,2020,oct,28
1764,29-oct,82,2020,oct,29
1765,30-oct,88,2020,oct,30
1766,31-oct,62,2020,oct,31
1767,01-nov,67,2020,nov,1
1768,02-nov,59,2020,nov,2
1769,03-nov,98,2020,nov,3
1770,04-nov,81,2020,nov,4
1771,05-nov,72,2020,nov,5
1772,06-nov,89,2020,nov,6
1773,07-nov,85,2020,nov,7
1774,08-nov,55,2020,nov,8
1775,09-nov,76,2020,nov,9
1776,10-nov,89,2020,nov,10
1777,11-nov,92,2020,nov,11
1778,12-nov,92,2020,nov,12
1779,13-nov,86,2020,nov,13
1780,14-nov,98,2020,nov,14
1781,15-nov,65,2020,nov,15
1782,16-nov,67,2020,nov,16
1783,17-nov,87,2020,nov,17
1784,18-nov,73,2020,nov,18
1785,19-nov,90,2020,nov,19
1786,20-nov,72,2020,nov,20
1787,21-nov,83,2020,nov,21
1788,22-nov,58,2020,nov,22
1789,23-nov,93,2020,nov,23
1790,24-nov,76,2020,nov,24
1791,25-nov,114,2020,nov,25
1792,26-nov,79,2020,nov,26
1793,27-nov,87,2020,nov,27
1794,28-nov,62,2020,nov,28
1795,29-nov,65,2020,nov,29
1796,30-nov,92,2020,nov,30
1797,01-dic,83,2020,dic,1
1798,02-dic,82,2020,dic,2
1799,03-dic,75,2020,dic,3
1800,04-dic,103,2020,dic,4
1801,05-dic,55,2020,dic,5
1802,06-dic,56,2020,dic,6
1803,07-dic,72,2020,dic,7
1804,08-dic,83,2020,dic,8
1805,09-dic,86,2020,dic,9
1806,10-dic,74,2020,dic,10
1807,11-dic,102,2020,dic,11
1808,12-dic,58,2020,dic,12
1809,13-dic,56,2020,dic,13
1810,14-dic,85,2020,dic,14
1811,15-dic,81,2020,dic,15
1812,16-dic,85,2020,dic,16
1813,17-dic,103,2020,dic,17
1814,18-dic,81,2020,dic,18
1815,19-dic,72,2020,dic,19
1816,20-dic,56,2020,dic,20
1817,21-dic,96,2020,dic,21
1818,22-dic,76,2020,dic,22
1819,23-dic,91,2020,dic,23
1820,24-dic,53,2020,dic,24
1821,25-dic,34,2020,dic,25
1822,26-dic,59,2020,dic,26
1823,27-dic,59,2020,dic,27
1824,28-dic,93,2020,dic,28
1825,29-dic,89,2020,dic,29
1826,30-dic,108,2020,dic,30
1827,31-dic,67,2020,dic,31
