time,forecast
511,-10.81116944
512,9.320731505
513,10.50060294
514,-2.47025603
515,-2.8643507
516,5.758899297
517,-6.04360858
518,10.4145328
519,-10.40079553
520,11.41486189
521,-4.420502038
522,3.813517998
523,2.603185641
524,3.752869256
525,3.280647193
526,-10.80561674
527,-9.292587215
528,15.20107072
529,6.502590637
530,5.556216092
531,1.386675965
532,1.424405886
533,3.177646654
534,0.503426365
535,-15.49649292
536,-2.90897742
537,1.734408558
538,-1.023021726
539,0.89159906
540,3.733307227
541,0.529425039
542,-3.822011705
543,6.257859868
544,-0.795293844
545,-14.08776808
546,-15.92139795
547,5.77784272
548,-11.76685554
549,-1.463521053
550,1.835353385
551,-8.359709816
552,7.206745498
553,-8.906749383
554,-8.006138426
555,8.563467273
556,-3.949103356
557,2.16125276
558,0.0907337
559,6.732645301
560,13.22078584
561,8.132851903
562,-6.522621048
563,-2.436796566
564,-3.836742594
565,6.34102443
566,8.729530346
567,11.5993592
568,-2.935213514
569,-2.967886251
570,-5.109715895
571,4.445075207
572,-10.26115982
573,8.220441016
574,3.771886122
575,8.025898978
576,3.87276394
577,1.311515833
578,6.49564706
579,-6.83499995
580,11.35880863
581,8.225763798
582,-6.764655265
583,4.860299607
584,-4.09916466
585,3.929853054
586,-4.973589477
587,-9.807209779
588,0.899356154
589,0.327259747
590,-9.083810789
591,-8.811944106
592,-0.063916104
593,12.6028412
594,-3.573652193
595,15.83651589
596,-15.26446325
597,-2.966724494
598,7.028368745
599,5.831174398
600,-0.9149117
601,1.605967599
602,-0.149216643
603,11.96811184
604,0.792281487
605,2.099895091
606,-1.311617974
607,-6.936818439
608,-5.84249665
609,1.191802959
610,6.754813479
611,-1.997721629
612,4.638176357
613,-3.078597634
614,6.890257817
615,2.780164055
616,-3.292442483
617,1.110394771
618,15.24810978
619,-3.820617529
620,5.085749143
621,7.743500054
622,-0.713851565
623,15.17855886
624,1.830720606
625,-20.58344285
626,-1.792412632
627,-2.219438057
628,-2.426339704
629,-13.37141118
630,-3.578162204
631,-0.797434406
632,-3.16449437
633,-3.615240159
634,0.876622427
635,4.785812488
636,7.54264362
637,-0.726049126
638,-1.166757178
639,-0.867767068
640,5.728611132
641,-9.918582273
642,-1.497516318
643,5.991541631
644,1.071388491
645,-0.131194579
646,9.872189911
647,-3.33136333
648,-5.407759897
649,4.630650544
650,-0.072310127
651,-11.01600343
652,1.322788733
653,3.601111454
654,-6.970695776
655,4.323968726
656,-9.188042224
657,3.566706335
658,6.295841969
659,5.29975398
660,-7.564159243
661,3.691445846
662,11.38849461
663,-3.892544813
664,3.569995546
665,0.143029694
666,6.023563095
667,9.534287423
668,0.405808729
669,3.94263593
670,4.121766913
671,-4.337270202
672,-10.78047819
673,5.772345307
674,0.260307771
675,2.194050545
676,4.450007657
677,-8.494487464
678,2.71871109
679,-5.304594099
680,12.01439461
681,-1.393329911
682,6.979941123
683,-7.688779341
684,14.79503088
685,6.929417448
686,-11.58215789
687,-2.198943777
688,6.53191003
689,-8.987354433
690,1.483534775
691,1.679109645
692,5.988766463
693,6.616859691
694,0.825584162
695,1.853394088
696,-8.838434448
697,-3.179349014
698,4.555806254
699,5.034446052
700,-2.476752627
701,8.875024902
702,-0.78125017
703,5.667654386
704,14.85632977
705,2.904529175
706,-6.545037671
707,-1.180676771
708,4.374764574
709,-7.839780947
710,2.73096042
711,4.288761831
712,-4.534446308
713,-0.70220723
714,-1.180461847
715,6.402376356
716,-4.957916995
717,6.437391737
718,9.34106508
719,6.725577761
720,2.023112174
721,10.53867716
722,6.820457281
723,1.023332267
724,-14.44981178
725,-23.84277948
726,-9.413364629
727,11.9768799
728,0.284149258
729,3.810993001
730,7.755643888
731,0.414626385
732,-9.894827172
733,10.55472628
734,1.258761377
735,16.80666308
736,10.00043752
737,-5.839756684
738,6.012734807
739,5.963790026
740,0.505323593
741,6.777627336
742,-0.398390688
743,4.769325434
744,-1.671273681
745,2.06343249
746,10.50496487
747,-1.140910076
748,-0.41819582
749,5.232914961
750,0.978481781
751,-0.789726696
752,-4.87440137
753,0.781125053
754,0.240144092
755,-6.40246731
756,5.707448583
757,6.619911518
758,-2.265401967
759,-2.637187595
760,2.488663405
761,-4.247429089
762,0.790050495
763,6.126971287
764,-3.38644896
765,-3.519563995
766,-16.88654591
767,-23.99873875
768,15.00859001
769,-3.429924162
770,1.284937628
771,3.379546145
772,6.185274667
773,7.383591427
774,2.481440063
775,-6.71075262
776,-10.38750775
777,-5.10152291
778,5.811721432
779,-5.712712844
780,7.872945966
781,-0.534308174
782,4.415307382
783,2.725998408
784,-2.163183406
785,2.41497559
786,-1.455231852
787,6.148252773
788,-6.047413921
789,3.010366516
790,0.881757073
791,5.720178868
792,-10.19669737
793,7.58662264
794,-1.790828797
795,-7.850169347
796,-12.34195742
797,-13.12455527
798,-11.9981771
799,-2.135210841
800,9.359284997
801,-1.227078199
802,-3.230578763
803,1.531616321
804,-11.59739942
805,-9.923993891
806,12.02850842
807,16.57653838
808,-3.051634806
809,-19.25277236
810,6.267982069
811,-5.770480979
812,0.794267157
813,12.68493004
814,-8.295473148
815,0.225952386
816,-7.54506989
817,-9.872155709
818,-0.272327279
819,-41.28982744
820,-24.11368554
821,-19.5389748
822,0.378175405
823,-3.972145871
824,-0.957790901
825,13.55580292
826,4.811113795
827,2.970295345
828,0.782589297
829,-1.508704221
830,14.18183233
831,-8.582993031
832,6.216339681
833,5.086397861
834,-2.511897467
835,-3.799089148
836,-3.163771182
837,7.65175295
838,-3.335279416
839,0.211621235
840,-2.777990642
841,12.11545417
842,0.508397227
843,-2.31861324
844,3.823937992
845,-8.073293002
846,6.909770076
847,2.791976506
848,1.295064059
849,-3.266538489
850,-0.140510589
851,2.95683175
852,-13.43269865
853,21.66173963
854,5.82751609
855,15.48737594
856,3.735532012
857,-3.403679416
858,-2.085624955
859,2.232024484
860,5.014353044
861,-18.97122573
862,-10.98825533
863,10.35127255
864,2.029115507
865,4.938105598
866,4.143888932
867,-16.71026467
868,3.428406379
869,0.479111527
870,9.099461158
871,-0.922471632
872,3.310467074
873,0.913109767
874,-5.298601849
875,-3.60197654
876,2.851353003
877,7.716805379
878,-3.897053235
879,10.21635104
880,-2.538707971
881,-4.723747354
882,-1.849992501
883,-8.906082508
884,-1.655964397
885,-8.194227225
886,10.89297431
887,1.667381066
888,0.754710534
889,1.928765751
890,9.396766383
891,-15.46291512
892,9.36320288
893,1.331636064
894,-30.79847435
895,-5.516242862
896,-9.840079986
897,-3.82410309
898,-9.788193344
899,-1.300047391
900,2.880746489
901,3.046510686
902,6.334331599
903,-22.23698199
904,3.07526116
905,1.030708946
906,-0.523012503
907,1.754108376
908,3.757539294
909,-10.89555737
910,10.77428343
911,-2.624550502
912,-0.779103344
913,-21.7860624
914,8.310643337
915,10.1101124
916,8.539492063
917,8.294451709
918,7.546572551
919,-1.527206825
920,-10.44714167
921,-2.639848345
922,1.52281294
923,3.953193186
924,4.128315171
925,2.641557028
926,-16.91708274
927,-3.600389476
928,6.681468063
929,-5.942889558
930,-12.16932037
931,7.581363042
