,Fecha,Frecuencia,anio,mes,dia
181,29/06/2016,72,2016,jun,29
182,30/06/2016,73,2016,jun,30
183,01/07/2016,59,2016,jul,1
184,02/07/2016,75,2016,jul,2
185,03/07/2016,41,2016,jul,3
186,04/07/2016,62,2016,jul,4
187,05/07/2016,60,2016,jul,5
188,06/07/2016,63,2016,jul,6
189,07/07/2016,50,2016,jul,7
190,08/07/2016,71,2016,jul,8
191,09/07/2016,52,2016,jul,9
192,10/07/2016,48,2016,jul,10
193,11/07/2016,45,2016,jul,11
194,12/07/2016,68,2016,jul,12
195,13/07/2016,62,2016,jul,13
196,14/07/2016,56,2016,jul,14
197,15/07/2016,75,2016,jul,15
198,16/07/2016,51,2016,jul,16
199,17/07/2016,52,2016,jul,17
200,18/07/2016,52,2016,jul,18
201,19/07/2016,60,2016,jul,19
202,20/07/2016,42,2016,jul,20
203,21/07/2016,68,2016,jul,21
204,22/07/2016,63,2016,jul,22
205,23/07/2016,56,2016,jul,23
206,24/07/2016,43,2016,jul,24
207,25/07/2016,61,2016,jul,25
208,26/07/2016,75,2016,jul,26
209,27/07/2016,53,2016,jul,27
210,28/07/2016,55,2016,jul,28
211,29/07/2016,71,2016,jul,29
212,30/07/2016,59,2016,jul,30
213,31/07/2016,59,2016,jul,31
214,01/08/2016,66,2016,ago,1
215,02/08/2016,68,2016,ago,2
216,03/08/2016,76,2016,ago,3
217,04/08/2016,60,2016,ago,4
218,05/08/2016,75,2016,ago,5
219,06/08/2016,70,2016,ago,6
220,07/08/2016,41,2016,ago,7
221,08/08/2016,56,2016,ago,8
222,09/08/2016,62,2016,ago,9
223,10/08/2016,82,2016,ago,10
224,11/08/2016,73,2016,ago,11
225,12/08/2016,75,2016,ago,12
226,13/08/2016,67,2016,ago,13
227,14/08/2016,54,2016,ago,14
228,15/08/2016,63,2016,ago,15
229,16/08/2016,57,2016,ago,16
230,17/08/2016,70,2016,ago,17
231,18/08/2016,85,2016,ago,18
232,19/08/2016,68,2016,ago,19
233,20/08/2016,72,2016,ago,20
234,21/08/2016,43,2016,ago,21
235,22/08/2016,61,2016,ago,22
236,23/08/2016,59,2016,ago,23
237,24/08/2016,61,2016,ago,24
238,25/08/2016,64,2016,ago,25
239,26/08/2016,73,2016,ago,26
240,27/08/2016,62,2016,ago,27
241,28/08/2016,33,2016,ago,28
242,29/08/2016,76,2016,ago,29
243,30/08/2016,74,2016,ago,30
244,31/08/2016,81,2016,ago,31
245,01/09/2016,76,2016,sep,1
246,02/09/2016,78,2016,sep,2
247,03/09/2016,74,2016,sep,3
248,04/09/2016,60,2016,sep,4
249,05/09/2016,79,2016,sep,5
250,06/09/2016,90,2016,sep,6
251,07/09/2016,91,2016,sep,7
252,08/09/2016,88,2016,sep,8
253,09/09/2016,86,2016,sep,9
254,10/09/2016,72,2016,sep,10
255,11/09/2016,59,2016,sep,11
256,12/09/2016,104,2016,sep,12
257,13/09/2016,100,2016,sep,13
258,14/09/2016,90,2016,sep,14
259,15/09/2016,57,2016,sep,15
260,16/09/2016,44,2016,sep,16
261,17/09/2016,65,2016,sep,17
262,18/09/2016,53,2016,sep,18
263,19/09/2016,98,2016,sep,19
264,20/09/2016,74,2016,sep,20
265,21/09/2016,83,2016,sep,21
266,22/09/2016,81,2016,sep,22
267,23/09/2016,89,2016,sep,23
268,24/09/2016,62,2016,sep,24
269,25/09/2016,55,2016,sep,25
270,26/09/2016,86,2016,sep,26
271,27/09/2016,67,2016,sep,27
272,28/09/2016,86,2016,sep,28
273,29/09/2016,70,2016,sep,29
274,30/09/2016,84,2016,sep,30
275,01/10/2016,85,2016,oct,1
276,02/10/2016,48,2016,oct,2
277,03/10/2016,99,2016,oct,3
278,04/10/2016,86,2016,oct,4
279,05/10/2016,81,2016,oct,5
280,06/10/2016,76,2016,oct,6
281,07/10/2016,81,2016,oct,7
282,08/10/2016,69,2016,oct,8
283,09/10/2016,67,2016,oct,9
284,10/10/2016,110,2016,oct,10
285,11/10/2016,94,2016,oct,11
286,12/10/2016,85,2016,oct,12
287,13/10/2016,86,2016,oct,13
288,14/10/2016,65,2016,oct,14
289,15/10/2016,69,2016,oct,15
290,16/10/2016,75,2016,oct,16
291,17/10/2016,75,2016,oct,17
292,18/10/2016,79,2016,oct,18
293,19/10/2016,89,2016,oct,19
294,20/10/2016,89,2016,oct,20
295,21/10/2016,79,2016,oct,21
296,22/10/2016,91,2016,oct,22
297,23/10/2016,63,2016,oct,23
298,24/10/2016,86,2016,oct,24
299,25/10/2016,80,2016,oct,25
300,26/10/2016,61,2016,oct,26
301,27/10/2016,93,2016,oct,27
302,28/10/2016,89,2016,oct,28
303,29/10/2016,66,2016,oct,29
304,30/10/2016,67,2016,oct,30
305,31/10/2016,90,2016,oct,31
306,01/11/2016,65,2016,nov,1
307,02/11/2016,58,2016,nov,2
308,03/11/2016,78,2016,nov,3
309,04/11/2016,86,2016,nov,4
310,05/11/2016,79,2016,nov,5
311,06/11/2016,63,2016,nov,6
312,07/11/2016,87,2016,nov,7
313,08/11/2016,98,2016,nov,8
314,09/11/2016,74,2016,nov,9
315,10/11/2016,91,2016,nov,10
316,11/11/2016,90,2016,nov,11
317,12/11/2016,77,2016,nov,12
318,13/11/2016,64,2016,nov,13
319,14/11/2016,89,2016,nov,14
320,15/11/2016,84,2016,nov,15
321,16/11/2016,76,2016,nov,16
322,17/11/2016,77,2016,nov,17
323,18/11/2016,98,2016,nov,18
324,19/11/2016,70,2016,nov,19
325,20/11/2016,52,2016,nov,20
326,21/11/2016,65,2016,nov,21
327,22/11/2016,88,2016,nov,22
328,23/11/2016,78,2016,nov,23
329,24/11/2016,80,2016,nov,24
330,25/11/2016,90,2016,nov,25
331,26/11/2016,75,2016,nov,26
332,27/11/2016,57,2016,nov,27
333,28/11/2016,77,2016,nov,28
334,29/11/2016,108,2016,nov,29
335,30/11/2016,108,2016,nov,30
336,01/12/2016,101,2016,dic,1
337,02/12/2016,71,2016,dic,2
338,03/12/2016,82,2016,dic,3
339,04/12/2016,53,2016,dic,4
340,05/12/2016,79,2016,dic,5
341,06/12/2016,76,2016,dic,6
342,07/12/2016,91,2016,dic,7
343,08/12/2016,95,2016,dic,8
344,09/12/2016,67,2016,dic,9
345,10/12/2016,64,2016,dic,10
346,11/12/2016,66,2016,dic,11
347,12/12/2016,62,2016,dic,12
348,13/12/2016,82,2016,dic,13
349,14/12/2016,104,2016,dic,14
350,15/12/2016,75,2016,dic,15
351,16/12/2016,83,2016,dic,16
352,17/12/2016,69,2016,dic,17
353,18/12/2016,60,2016,dic,18
354,19/12/2016,76,2016,dic,19
355,20/12/2016,81,2016,dic,20
356,21/12/2016,86,2016,dic,21
357,22/12/2016,76,2016,dic,22
358,23/12/2016,62,2016,dic,23
359,24/12/2016,38,2016,dic,24
360,25/12/2016,22,2016,dic,25
361,26/12/2016,75,2016,dic,26
362,27/12/2016,68,2016,dic,27
363,28/12/2016,80,2016,dic,28
364,29/12/2016,80,2016,dic,29
365,30/12/2016,75,2016,dic,30
366,31/12/2016,44,2016,dic,31
