,Fecha,Frecuencia,anio,mes,dia
1197,11-abr,137,2019,abr,11
1198,12-abr,128,2019,abr,12
1199,13-abr,127,2019,abr,13
1200,14-abr,81,2019,abr,14
1201,15-abr,146,2019,abr,15
1202,16-abr,153,2019,abr,16
1203,17-abr,121,2019,abr,17
1204,18-abr,116,2019,abr,18
1205,19-abr,79,2019,abr,19
1206,20-abr,99,2019,abr,20
1207,21-abr,72,2019,abr,21
1208,22-abr,143,2019,abr,22
1209,23-abr,142,2019,abr,23
1210,24-abr,137,2019,abr,24
1211,25-abr,138,2019,abr,25
1212,26-abr,138,2019,abr,26
1213,27-abr,130,2019,abr,27
1214,28-abr,110,2019,abr,28
1215,29-abr,132,2019,abr,29
1216,30-abr,131,2019,abr,30
1217,01-may,127,2019,may,1
1218,02-may,153,2019,may,2
1219,03-may,165,2019,may,3
1220,04-may,122,2019,may,4
1221,05-may,77,2019,may,5
1222,06-may,142,2019,may,6
1223,07-may,155,2019,may,7
1224,08-may,114,2019,may,8
1225,09-may,137,2019,may,9
1226,10-may,116,2019,may,10
1227,11-may,115,2019,may,11
1228,12-may,100,2019,may,12
1229,13-may,127,2019,may,13
1230,14-may,128,2019,may,14
1231,15-may,127,2019,may,15
1232,16-may,108,2019,may,16
1233,17-may,147,2019,may,17
1234,18-may,105,2019,may,18
1235,19-may,88,2019,may,19
1236,20-may,142,2019,may,20
1237,21-may,122,2019,may,21
1238,22-may,148,2019,may,22
1239,23-may,129,2019,may,23
1240,24-may,137,2019,may,24
1241,25-may,117,2019,may,25
1242,26-may,96,2019,may,26
1243,27-may,133,2019,may,27
1244,28-may,111,2019,may,28
1245,29-may,127,2019,may,29
1246,30-may,129,2019,may,30
1247,31-may,119,2019,may,31
1248,01-jun,123,2019,jun,1
1249,02-jun,76,2019,jun,2
1250,03-jun,118,2019,jun,3
1251,04-jun,121,2019,jun,4
1252,05-jun,118,2019,jun,5
1253,06-jun,121,2019,jun,6
1254,07-jun,119,2019,jun,7
1255,08-jun,93,2019,jun,8
1256,09-jun,77,2019,jun,9
1257,10-jun,109,2019,jun,10
1258,11-jun,113,2019,jun,11
1259,12-jun,136,2019,jun,12
1260,13-jun,113,2019,jun,13
1261,14-jun,128,2019,jun,14
1262,15-jun,110,2019,jun,15
1263,16-jun,69,2019,jun,16
1264,17-jun,128,2019,jun,17
1265,18-jun,129,2019,jun,18
1266,19-jun,125,2019,jun,19
1267,20-jun,136,2019,jun,20
1268,21-jun,128,2019,jun,21
1269,22-jun,111,2019,jun,22
1270,23-jun,98,2019,jun,23
1271,24-jun,127,2019,jun,24
1272,25-jun,118,2019,jun,25
1273,26-jun,117,2019,jun,26
1274,27-jun,135,2019,jun,27
1275,28-jun,125,2019,jun,28
1276,29-jun,113,2019,jun,29
1277,30-jun,73,2019,jun,30
1278,01-jul,118,2019,jul,1
1279,02-jul,126,2019,jul,2
1280,03-jul,108,2019,jul,3
1281,04-jul,96,2019,jul,4
1282,05-jul,110,2019,jul,5
1283,06-jul,98,2019,jul,6
1284,07-jul,85,2019,jul,7
1285,08-jul,126,2019,jul,8
1286,09-jul,116,2019,jul,9
1287,10-jul,116,2019,jul,10
1288,11-jul,103,2019,jul,11
1289,12-jul,111,2019,jul,12
1290,13-jul,103,2019,jul,13
1291,14-jul,91,2019,jul,14
1292,15-jul,105,2019,jul,15
1293,16-jul,110,2019,jul,16
1294,17-jul,106,2019,jul,17
1295,18-jul,127,2019,jul,18
1296,19-jul,108,2019,jul,19
1297,20-jul,94,2019,jul,20
1298,21-jul,81,2019,jul,21
1299,22-jul,110,2019,jul,22
1300,23-jul,116,2019,jul,23
1301,24-jul,106,2019,jul,24
1302,25-jul,117,2019,jul,25
1303,26-jul,101,2019,jul,26
1304,27-jul,89,2019,jul,27
1305,28-jul,76,2019,jul,28
1306,29-jul,118,2019,jul,29
1307,30-jul,103,2019,jul,30
1308,31-jul,117,2019,jul,31
1309,01-ago,103,2019,ago,1
1310,02-ago,115,2019,ago,2
1311,03-ago,93,2019,ago,3
1312,04-ago,87,2019,ago,4
1313,05-ago,115,2019,ago,5
1314,06-ago,110,2019,ago,6
1315,07-ago,94,2019,ago,7
1316,08-ago,103,2019,ago,8
1317,09-ago,129,2019,ago,9
1318,10-ago,103,2019,ago,10
1319,11-ago,89,2019,ago,11
1320,12-ago,114,2019,ago,12
1321,13-ago,135,2019,ago,13
1322,14-ago,125,2019,ago,14
1323,15-ago,105,2019,ago,15
1324,16-ago,121,2019,ago,16
1325,17-ago,113,2019,ago,17
1326,18-ago,85,2019,ago,18
1327,19-ago,128,2019,ago,19
1328,20-ago,120,2019,ago,20
1329,21-ago,121,2019,ago,21
1330,22-ago,116,2019,ago,22
1331,23-ago,108,2019,ago,23
1332,24-ago,93,2019,ago,24
1333,25-ago,86,2019,ago,25
1334,26-ago,112,2019,ago,26
1335,27-ago,118,2019,ago,27
1336,28-ago,107,2019,ago,28
1337,29-ago,111,2019,ago,29
1338,30-ago,103,2019,ago,30
1339,31-ago,95,2019,ago,31
1340,01-sep,97,2019,sep,1
1341,02-sep,132,2019,sep,2
1342,03-sep,120,2019,sep,3
1343,04-sep,111,2019,sep,4
1344,05-sep,105,2019,sep,5
1345,06-sep,129,2019,sep,6
1346,07-sep,119,2019,sep,7
1347,08-sep,67,2019,sep,8
1348,09-sep,115,2019,sep,9
1349,10-sep,117,2019,sep,10
1350,11-sep,105,2019,sep,11
1351,12-sep,117,2019,sep,12
1352,13-sep,102,2019,sep,13
1353,14-sep,92,2019,sep,14
1354,15-sep,76,2019,sep,15
1355,16-sep,79,2019,sep,16
1356,17-sep,126,2019,sep,17
1357,18-sep,118,2019,sep,18
1358,19-sep,111,2019,sep,19
1359,20-sep,115,2019,sep,20
1360,21-sep,96,2019,sep,21
1361,22-sep,92,2019,sep,22
1362,23-sep,108,2019,sep,23
1363,24-sep,126,2019,sep,24
1364,25-sep,103,2019,sep,25
1365,26-sep,129,2019,sep,26
1366,27-sep,106,2019,sep,27
1367,28-sep,98,2019,sep,28
1368,29-sep,77,2019,sep,29
1369,30-sep,119,2019,sep,30
1370,01-oct,112,2019,oct,1
1371,02-oct,122,2019,oct,2
1372,03-oct,114,2019,oct,3
1373,04-oct,122,2019,oct,4
1374,05-oct,99,2019,oct,5
1375,06-oct,71,2019,oct,6
1376,07-oct,100,2019,oct,7
1377,08-oct,114,2019,oct,8
1378,09-oct,119,2019,oct,9
1379,10-oct,118,2019,oct,10
1380,11-oct,111,2019,oct,11
1381,12-oct,106,2019,oct,12
1382,13-oct,77,2019,oct,13
1383,14-oct,113,2019,oct,14
1384,15-oct,110,2019,oct,15
1385,16-oct,116,2019,oct,16
1386,17-oct,108,2019,oct,17
1387,18-oct,122,2019,oct,18
1388,19-oct,109,2019,oct,19
1389,20-oct,78,2019,oct,20
1390,21-oct,112,2019,oct,21
1391,22-oct,105,2019,oct,22
1392,23-oct,108,2019,oct,23
1393,24-oct,116,2019,oct,24
1394,25-oct,107,2019,oct,25
1395,26-oct,92,2019,oct,26
1396,27-oct,96,2019,oct,27
1397,28-oct,97,2019,oct,28
1398,29-oct,95,2019,oct,29
1399,30-oct,122,2019,oct,30
1400,31-oct,127,2019,oct,31
1401,01-nov,123,2019,nov,1
1402,02-nov,84,2019,nov,2
1403,03-nov,80,2019,nov,3
1404,04-nov,123,2019,nov,4
1405,05-nov,103,2019,nov,5
1406,06-nov,98,2019,nov,6
1407,07-nov,114,2019,nov,7
1408,08-nov,104,2019,nov,8
1409,09-nov,109,2019,nov,9
1410,10-nov,85,2019,nov,10
1411,11-nov,116,2019,nov,11
1412,12-nov,90,2019,nov,12
1413,13-nov,116,2019,nov,13
1414,14-nov,118,2019,nov,14
1415,15-nov,120,2019,nov,15
1416,16-nov,108,2019,nov,16
1417,17-nov,112,2019,nov,17
1418,18-nov,89,2019,nov,18
1419,19-nov,104,2019,nov,19
1420,20-nov,116,2019,nov,20
1421,21-nov,112,2019,nov,21
1422,22-nov,111,2019,nov,22
1423,23-nov,108,2019,nov,23
1424,24-nov,78,2019,nov,24
1425,25-nov,128,2019,nov,25
1426,26-nov,122,2019,nov,26
1427,27-nov,107,2019,nov,27
1428,28-nov,89,2019,nov,28
1429,29-nov,112,2019,nov,29
1430,30-nov,103,2019,nov,30
1431,01-dic,84,2019,dic,1
1432,02-dic,107,2019,dic,2
1433,03-dic,102,2019,dic,3
1434,04-dic,94,2019,dic,4
1435,05-dic,124,2019,dic,5
1436,06-dic,121,2019,dic,6
1437,07-dic,82,2019,dic,7
1438,08-dic,87,2019,dic,8
1439,09-dic,117,2019,dic,9
1440,10-dic,99,2019,dic,10
1441,11-dic,111,2019,dic,11
1442,12-dic,108,2019,dic,12
1443,13-dic,110,2019,dic,13
1444,14-dic,95,2019,dic,14
1445,15-dic,68,2019,dic,15
1446,16-dic,119,2019,dic,16
1447,17-dic,110,2019,dic,17
1448,18-dic,118,2019,dic,18
1449,19-dic,110,2019,dic,19
1450,20-dic,94,2019,dic,20
1451,21-dic,87,2019,dic,21
1452,22-dic,63,2019,dic,22
1453,23-dic,93,2019,dic,23
1454,24-dic,52,2019,dic,24
1455,25-dic,30,2019,dic,25
1456,26-dic,86,2019,dic,26
1457,27-dic,103,2019,dic,27
1458,28-dic,94,2019,dic,28
1459,29-dic,68,2019,dic,29
1460,30-dic,113,2019,dic,30
1461,31-dic,65,2019,dic,31
