,Fecha,Frecuencia,anio,mes,dia
2263,12-mar,62,2022,mar,12
2264,13-mar,45,2022,mar,13
2265,14-mar,67,2022,mar,14
2266,15-mar,81,2022,mar,15
2267,16-mar,58,2022,mar,16
2268,17-mar,77,2022,mar,17
2269,18-mar,72,2022,mar,18
2270,19-mar,58,2022,mar,19
2271,20-mar,39,2022,mar,20
2272,21-mar,64,2022,mar,21
2273,22-mar,83,2022,mar,22
2274,23-mar,55,2022,mar,23
2275,24-mar,67,2022,mar,24
2276,25-mar,85,2022,mar,25
2277,26-mar,63,2022,mar,26
2278,27-mar,47,2022,mar,27
2279,28-mar,66,2022,mar,28
2280,29-mar,67,2022,mar,29
2281,30-mar,73,2022,mar,30
2282,31-mar,64,2022,mar,31
2283,01-abr,73,2022,abr,1
2284,02-abr,56,2022,abr,2
2285,03-abr,60,2022,abr,3
2286,04-abr,65,2022,abr,4
2287,05-abr,65,2022,abr,5
2288,06-abr,89,2022,abr,6
2289,07-abr,76,2022,abr,7
2290,08-abr,67,2022,abr,8
2291,09-abr,46,2022,abr,9
2292,10-abr,75,2022,abr,10
2293,11-abr,76,2022,abr,11
2294,12-abr,59,2022,abr,12
2295,13-abr,64,2022,abr,13
2296,14-abr,56,2022,abr,14
2297,15-abr,51,2022,abr,15
2298,16-abr,51,2022,abr,16
2299,17-abr,38,2022,abr,17
2300,18-abr,55,2022,abr,18
2301,19-abr,62,2022,abr,19
2302,20-abr,54,2022,abr,20
2303,21-abr,57,2022,abr,21
2304,22-abr,71,2022,abr,22
2305,23-abr,59,2022,abr,23
2306,24-abr,39,2022,abr,24
2307,25-abr,59,2022,abr,25
2308,26-abr,59,2022,abr,26
2309,27-abr,70,2022,abr,27
2310,28-abr,64,2022,abr,28
2311,29-abr,70,2022,abr,29
2312,30-abr,43,2022,abr,30
2313,01-may,52,2022,may,1
2314,02-may,52,2022,may,2
2315,03-may,84,2022,may,3
2316,04-may,69,2022,may,4
2317,05-may,76,2022,may,5
2318,06-may,63,2022,may,6
2319,07-may,63,2022,may,7
2320,08-may,51,2022,may,8
2321,09-may,61,2022,may,9
2322,10-may,68,2022,may,10
2323,11-may,70,2022,may,11
2324,12-may,67,2022,may,12
2325,13-may,56,2022,may,13
2326,14-may,56,2022,may,14
2327,15-may,60,2022,may,15
2328,16-may,75,2022,may,16
2329,17-may,63,2022,may,17
2330,18-may,69,2022,may,18
2331,19-may,55,2022,may,19
2332,20-may,78,2022,may,20
2333,21-may,55,2022,may,21
2334,22-may,51,2022,may,22
2335,23-may,64,2022,may,23
2336,24-may,60,2022,may,24
2337,25-may,66,2022,may,25
2338,26-may,69,2022,may,26
2339,27-may,85,2022,may,27
2340,28-may,65,2022,may,28
2341,29-may,54,2022,may,29
2342,30-may,57,2022,may,30
2343,31-may,60,2022,may,31
2344,01-jun,89,2022,jun,1
2345,02-jun,65,2022,jun,2
2346,03-jun,67,2022,jun,3
2347,04-jun,60,2022,jun,4
2348,05-jun,35,2022,jun,5
2349,06-jun,87,2022,jun,6
2350,07-jun,72,2022,jun,7
2351,08-jun,70,2022,jun,8
2352,09-jun,58,2022,jun,9
2353,10-jun,81,2022,jun,10
2354,11-jun,50,2022,jun,11
2355,12-jun,46,2022,jun,12
2356,13-jun,63,2022,jun,13
2357,14-jun,61,2022,jun,14
2358,15-jun,77,2022,jun,15
2359,16-jun,81,2022,jun,16
2360,17-jun,69,2022,jun,17
2361,18-jun,76,2022,jun,18
2362,19-jun,65,2022,jun,19
2363,20-jun,59,2022,jun,20
2364,21-jun,58,2022,jun,21
2365,22-jun,68,2022,jun,22
2366,23-jun,72,2022,jun,23
2367,24-jun,61,2022,jun,24
2368,25-jun,91,2022,jun,25
2369,26-jun,50,2022,jun,26
2370,27-jun,69,2022,jun,27
2371,28-jun,58,2022,jun,28
2372,29-jun,73,2022,jun,29
2373,30-jun,61,2022,jun,30
2374,01-jul,69,2022,jul,1
2375,02-jul,66,2022,jul,2
2376,03-jul,41,2022,jul,3
2377,04-jul,73,2022,jul,4
2378,05-jul,63,2022,jul,5
2379,06-jul,67,2022,jul,6
2380,07-jul,56,2022,jul,7
2381,08-jul,65,2022,jul,8
2382,09-jul,63,2022,jul,9
2383,10-jul,60,2022,jul,10
2384,11-jul,62,2022,jul,11
2385,12-jul,59,2022,jul,12
2386,13-jul,56,2022,jul,13
2387,14-jul,57,2022,jul,14
2388,15-jul,91,2022,jul,15
2389,16-jul,60,2022,jul,16
2390,17-jul,49,2022,jul,17
2391,18-jul,72,2022,jul,18
2392,19-jul,87,2022,jul,19
2393,20-jul,51,2022,jul,20
2394,21-jul,62,2022,jul,21
2395,22-jul,70,2022,jul,22
2396,23-jul,56,2022,jul,23
2397,24-jul,47,2022,jul,24
2398,25-jul,58,2022,jul,25
2399,26-jul,71,2022,jul,26
2400,27-jul,57,2022,jul,27
2401,28-jul,55,2022,jul,28
2402,29-jul,73,2022,jul,29
2403,30-jul,58,2022,jul,30
2404,31-jul,58,2022,jul,31
2405,01-ago,82,2022,ago,1
2406,02-ago,71,2022,ago,2
2407,03-ago,84,2022,ago,3
2408,04-ago,77,2022,ago,4
2409,05-ago,73,2022,ago,5
2410,06-ago,66,2022,ago,6
2411,07-ago,43,2022,ago,7
2412,08-ago,59,2022,ago,8
2413,09-ago,56,2022,ago,9
2414,10-ago,64,2022,ago,10
2415,11-ago,51,2022,ago,11
2416,12-ago,79,2022,ago,12
2417,13-ago,54,2022,ago,13
2418,14-ago,54,2022,ago,14
2419,15-ago,75,2022,ago,15
2420,16-ago,78,2022,ago,16
2421,17-ago,80,2022,ago,17
2422,18-ago,69,2022,ago,18
2423,19-ago,76,2022,ago,19
2424,20-ago,70,2022,ago,20
2425,21-ago,52,2022,ago,21
2426,22-ago,76,2022,ago,22
2427,23-ago,71,2022,ago,23
2428,24-ago,63,2022,ago,24
2429,25-ago,79,2022,ago,25
2430,26-ago,61,2022,ago,26
2431,27-ago,67,2022,ago,27
2432,28-ago,52,2022,ago,28
2433,29-ago,56,2022,ago,29
2434,30-ago,80,2022,ago,30
2435,31-ago,71,2022,ago,31
2436,01-sep,67,2022,sep,1
2437,02-sep,91,2022,sep,2
2438,03-sep,64,2022,sep,3
2439,04-sep,52,2022,sep,4
2440,05-sep,71,2022,sep,5
2441,06-sep,59,2022,sep,6
2442,07-sep,67,2022,sep,7
2443,08-sep,70,2022,sep,8
2444,09-sep,74,2022,sep,9
2445,10-sep,55,2022,sep,10
2446,11-sep,59,2022,sep,11
2447,12-sep,71,2022,sep,12
2448,13-sep,58,2022,sep,13
2449,14-sep,92,2022,sep,14
2450,15-sep,55,2022,sep,15
2451,16-sep,52,2022,sep,16
2452,17-sep,59,2022,sep,17
2453,18-sep,71,2022,sep,18
2454,19-sep,70,2022,sep,19
2455,20-sep,62,2022,sep,20
2456,21-sep,88,2022,sep,21
2457,22-sep,62,2022,sep,22
2458,23-sep,67,2022,sep,23
2459,24-sep,63,2022,sep,24
2460,25-sep,59,2022,sep,25
2461,26-sep,64,2022,sep,26
2462,27-sep,69,2022,sep,27
2463,28-sep,59,2022,sep,28
2464,29-sep,52,2022,sep,29
2465,30-sep,78,2022,sep,30
2466,01-oct,84,2022,oct,1
2467,02-oct,44,2022,oct,2
2468,03-oct,74,2022,oct,3
2469,04-oct,75,2022,oct,4
2470,05-oct,66,2022,oct,5
2471,06-oct,57,2022,oct,6
2472,07-oct,66,2022,oct,7
2473,08-oct,70,2022,oct,8
2474,09-oct,66,2022,oct,9
2475,10-oct,68,2022,oct,10
2476,11-oct,62,2022,oct,11
2477,12-oct,67,2022,oct,12
2478,13-oct,61,2022,oct,13
2479,14-oct,66,2022,oct,14
2480,15-oct,68,2022,oct,15
2481,16-oct,45,2022,oct,16
2482,17-oct,78,2022,oct,17
2483,18-oct,63,2022,oct,18
2484,19-oct,55,2022,oct,19
2485,20-oct,71,2022,oct,20
2486,21-oct,91,2022,oct,21
2487,22-oct,78,2022,oct,22
2488,23-oct,46,2022,oct,23
2489,24-oct,80,2022,oct,24
2490,25-oct,92,2022,oct,25
2491,26-oct,59,2022,oct,26
2492,27-oct,84,2022,oct,27
2493,28-oct,81,2022,oct,28
2494,29-oct,61,2022,oct,29
2495,30-oct,62,2022,oct,30
2496,31-oct,64,2022,oct,31
2497,01-nov,69,2022,nov,1
2498,02-nov,53,2022,nov,2
2499,03-nov,70,2022,nov,3
2500,04-nov,62,2022,nov,4
2501,05-nov,67,2022,nov,5
2502,06-nov,45,2022,nov,6
2503,07-nov,66,2022,nov,7
2504,08-nov,65,2022,nov,8
2505,09-nov,63,2022,nov,9
2506,10-nov,75,2022,nov,10
2507,11-nov,68,2022,nov,11
2508,12-nov,55,2022,nov,12
2509,13-nov,53,2022,nov,13
2510,14-nov,70,2022,nov,14
2511,15-nov,66,2022,nov,15
2512,16-nov,67,2022,nov,16
2513,17-nov,58,2022,nov,17
2514,18-nov,83,2022,nov,18
2515,19-nov,58,2022,nov,19
2516,20-nov,54,2022,nov,20
2517,21-nov,58,2022,nov,21
2518,22-nov,61,2022,nov,22
2519,23-nov,68,2022,nov,23
2520,24-nov,90,2022,nov,24
2521,25-nov,66,2022,nov,25
2522,26-nov,56,2022,nov,26
2523,27-nov,48,2022,nov,27
2524,28-nov,78,2022,nov,28
2525,29-nov,55,2022,nov,29
2526,30-nov,65,2022,nov,30
2527,01-dic,98,2022,dic,1
2528,02-dic,60,2022,dic,2
2529,03-dic,67,2022,dic,3
2530,04-dic,46,2022,dic,4
2531,05-dic,75,2022,dic,5
2532,06-dic,80,2022,dic,6
2533,07-dic,73,2022,dic,7
2534,08-dic,56,2022,dic,8
2535,09-dic,75,2022,dic,9
2536,10-dic,72,2022,dic,10
2537,11-dic,45,2022,dic,11
2538,12-dic,43,2022,dic,12
2539,13-dic,65,2022,dic,13
2540,14-dic,56,2022,dic,14
2541,15-dic,72,2022,dic,15
2542,16-dic,77,2022,dic,16
2543,17-dic,53,2022,dic,17
2544,18-dic,42,2022,dic,18
2545,19-dic,56,2022,dic,19
2546,20-dic,67,2022,dic,20
2547,21-dic,65,2022,dic,21
2548,22-dic,52,2022,dic,22
2549,23-dic,79,2022,dic,23
2550,24-dic,44,2022,dic,24
2551,25-dic,15,2022,dic,25
2552,26-dic,44,2022,dic,26
2553,27-dic,59,2022,dic,27
2554,28-dic,63,2022,dic,28
2555,29-dic,60,2022,dic,29
2556,30-dic,58,2022,dic,30
2557,31-dic,40,2022,dic,31
